행정구역별(시군구),연령별,항목,단위,2015 년,2016 년,2017 년,2018 년,2019 년
장흥군,40~44,남자,,147,140,132,129,108
장흥군,40~44,여자,,63,49,44,49,47
장흥군,45~49,1인가구,,283,303,284,279,287
장흥군,45~49,남자,,188,199,198,196,204
장흥군,45~49,여자,,95,104,86,83,83
장흥군,50~54,1인가구,,420,409,397,371,379
장흥군,50~54,남자,,249,244,232,216,226
장흥군,50~54,여자,,171,165,165,155,153
장흥군,55~59,1인가구,,482,502,536,527,516
장흥군,55~59,남자,,286,297,318,301,294
장흥군,55~59,여자,,196,205,218,226,222
장흥군,60~64,1인가구,,406,463,489,520,536
장흥군,60~64,남자,,201,228,239,267,281
장흥군,60~64,여자,,205,235,250,253,255
장흥군,65~69,1인가구,,529,548,534,527,513
장흥군,65~69,남자,,190,207,204,210,216
장흥군,65~69,여자,,339,341,330,317,297
장흥군,70~74,1인가구,,705,664,651,635,657
장흥군,70~74,남자,,172,163,186,184,183
장흥군,70~74,여자,,533,501,465,451,474
장흥군,75~79,1인가구,,911,916,929,885,818
장흥군,75~79,남자,,148,166,171,157,161
장흥군,75~79,여자,,763,750,758,728,657
장흥군,80~84,1인가구,,752,792,833,859,897
장흥군,80~84,남자,,108,113,118,126,128
장흥군,80~84,여자,,644,679,715,733,769
장흥군,85세 이상,1인가구,,466,505,578,632,725
장흥군,85세 이상,남자,,67,71,80,80,88
장흥군,85세 이상,여자,,399,434,498,552,637
강진군,합계,1인가구,,5359,5446,5476,5473,5479
강진군,합계,남자,,1861,1954,2002,2026,2058
강진군,합계,여자,,3498,3492,3474,3447,3421
강진군,20세 미만,1인가구,,14,19,12,12,16
강진군,20세 미만,남자,,6,10,8,7,6
강진군,20세 미만,여자,,8,9,X,5,10
강진군,20~24,1인가구,,82,74,67,74,70
강진군,20~24,남자,,35,34,38,41,36
강진군,20~24,여자,,47,40,29,33,34
강진군,25~29,1인가구,,151,155,179,173,175
강진군,25~29,남자,,86,84,99,90,90
강진군,25~29,여자,,65,71,80,83,85
강진군,30~34,1인가구,,152,164,147,146,148
강진군,30~34,남자,,103,112,92,99,92
강진군,30~34,여자,,49,52,55,47,56
강진군,35~39,1인가구,,150,148,135,136,140
강진군,35~39,남자,,90,95,91,96,103
강진군,35~39,여자,,60,53,44,40,37
강진군,40~44,1인가구,,206,174,167,175,184
강진군,40~44,남자,,149,127,123,116,119
강진군,40~44,여자,,57,47,44,59,65
강진군,45~49,1인가구,,237,252,252,231,221
강진군,45~49,남자,,161,176,186,168,160
강진군,45~49,여자,,76,76,66,63,61
강진군,50~54,1인가구,,378,377,347,308,310
강진군,50~54,남자,,241,237,230,202,206
강진군,50~54,여자,,137,140,117,106,104
강진군,55~59,1인가구,,405,466,484,483,448
강진군,55~59,남자,,207,257,268,288,271
강진군,55~59,여자,,198,209,216,195,177
강진군,60~64,1인가구,,346,385,410,473,517
강진군,60~64,남자,,163,196,210,241,266
강진군,60~64,여자,,183,189,200,232,251
강진군,65~69,1인가구,,511,506,519,517,482
강진군,65~69,남자,,166,165,175,187,199
강진군,65~69,여자,,345,341,344,330,283
강진군,70~74,1인가구,,689,646,577,589,633
강진군,70~74,남자,,150,145,133,150,172
강진군,70~74,여자,,539,501,444,439,461
강진군,75~79,1인가구,,915,903,927,849,766
강진군,75~79,남자,,156,159,171,149,133
강진군,75~79,여자,,759,744,756,700,633
강진군,80~84,1인가구,,710,693,726,767,784
강진군,80~84,남자,,94,95,108,124,134
강진군,80~84,여자,,616,598,618,643,650
강진군,85세 이상,1인가구,,413,484,527,540,585
강진군,85세 이상,남자,,54,62,70,68,71
강진군,85세 이상,여자,,359,422,457,472,514
해남군,합계,1인가구,,9687,9749,9844,9862,9853
해남군,합계,남자,,3571,3708,3815,3884,3994
해남군,합계,여자,,6116,6041,6029,5978,5859
해남군,20세 미만,1인가구,,12,22,31,23,20
해남군,20세 미만,남자,,8,15,21,15,14
해남군,20세 미만,여자,,X,7,10,8,6
해남군,20~24,1인가구,,119,135,115,100,106
해남군,20~24,남자,,50,60,52,52,57
해남군,20~24,여자,,69,75,63,48,49
해남군,25~29,1인가구,,265,267,270,239,264
해남군,25~29,남자,,157,147,158,121,157
해남군,25~29,여자,,108,120,112,118,107
해남군,30~34,1인가구,,272,251,220,212,233
해남군,30~34,남자,,176,176,145,146,161
해남군,30~34,여자,,96,75,75,66,72
해남군,35~39,1인가구,,288,270,255,264,261
해남군,35~39,남자,,192,188,184,196,189
해남군,35~39,여자,,96,82,71,68,72
해남군,40~44,1인가구,,369,336,331,313,282
해남군,40~44,남자,,252,235,239,218,207
해남군,40~44,여자,,117,101,92,95,75
해남군,45~49,1인가구,,501,477,477,482,474
해남군,45~49,남자,,348,320,330,341,340
해남군,45~49,여자,,153,157,147,141,134
해남군,50~54,1인가구,,669,706,688,682,628
해남군,50~54,남자,,403,451,437,431,398
해남군,50~54,여자,,266,255,251,251,230
해남군,55~59,1인가구,,826,851,867,859,857
해남군,55~59,남자,,476,492,513,521,528
해남군,55~59,여자,,350,359,354,338,329
해남군,60~64,1인가구,,791,853,892,949,983
해남군,60~64,남자,,368,426,457,511,525
해남군,60~64,여자,,423,427,435,438,458
해남군,65~69,1인가구,,937,954,949,962,956
해남군,65~69,남자,,320,339,376,392,400
해남군,65~69,여자,,617,615,573,570,556
해남군,70~74,1인가구,,1309,1199,1101,1067,1092
해남군,70~74,남자,,300,269,262,287,328
해남군,70~74,여자,,1009,930,839,780,764
해남군,75~79,1인가구,,1483,1521,1599,1578,1452
해남군,75~79,남자,,265,315,325,311,288
해남군,75~79,여자,,1218,1206,1274,1267,1164
해남군,80~84,1인가구,,1120,1127,1249,1255,1282
해남군,80~84,남자,,161,170,205,218,238
해남군,80~84,여자,,959,957,1044,1037,1044
해남군,85세 이상,1인가구,,726,780,800,877,963
해남군,85세 이상,남자,,95,105,111,124,164
해남군,85세 이상,여자,,631,675,689,753,799
영암군,합계,1인가구,,7905,8318,8360,8287,8218
영암군,합계,남자,,3947,4170,4146,4044,4041
영암군,합계,여자,,3958,4148,4214,4243,4177
영암군,20세 미만,1인가구,,92,83,65,81,70
영암군,20세 미만,남자,,59,47,36,42,41
영암군,20세 미만,여자,,33,36,29,39,29
영암군,20~24,1인가구,,337,423,425,360,324
영암군,20~24,남자,,216,256,251,203,176
영암군,20~24,여자,,121,167,174,157,148
영암군,25~29,1인가구,,327,414,364,359,368
영암군,25~29,남자,,232,271,214,208,232
영암군,25~29,여자,,95,143,150,151,136
영암군,30~34,1인가구,,505,458,431,370,348
영암군,30~34,남자,,398,358,334,277,257
영암군,30~34,여자,,107,100,97,93,91
영암군,35~39,1인가구,,495,548,514,464,443
영암군,35~39,남자,,416,469,431,386,369
영암군,35~39,여자,,79,79,83,78,74
영암군,40~44,1인가구,,564,559,490,467,456
영암군,40~44,남자,,453,436,380,382,375
영암군,40~44,여자,,111,123,110,85,81
영암군,45~49,1인가구,,561,617,656,637,617
영암군,45~49,남자,,425,454,493,480,469
영암군,45~49,여자,,136,163,163,157,148
영암군,50~54,1인가구,,605,645,660,673,680
영암군,50~54,남자,,419,432,452,458,468
영암군,50~54,여자,,186,213,208,215,212
영암군,55~59,1인가구,,620,669,721,726,730
영암군,55~59,남자,,400,431,470,458,466
영암군,55~59,여자,,220,238,251,268,264
영암군,60~64,1인가구,,504,549,563,614,679
영암군,60~64,남자,,239,291,297,346,384
영암군,60~64,여자,,265,258,266,268,295
영암군,65~69,1인가구,,579,601,603,602,575
영암군,65~69,남자,,199,217,249,250,243
영암군,65~69,여자,,380,384,354,352,332
영암군,70~74,1인가구,,781,709,687,692,666
영암군,70~74,남자,,181,179,167,180,180
영암군,70~74,여자,,600,530,520,512,486
영암군,75~79,1인가구,,881,913,963,944,884
영암군,75~79,남자,,184,189,200,181,177
영암군,75~79,여자,,697,724,763,763,707
영암군,80~84,1인가구,,680,718,771,793,814
영암군,80~84,남자,,90,101,121,132,131
영암군,80~84,여자,,590,617,650,661,683
영암군,85세 이상,1인가구,,374,412,447,505,564
영암군,85세 이상,남자,,36,39,51,61,73
영암군,85세 이상,여자,,338,373,396,444,491
무안군,합계,1인가구,,9616,10191,10258,10167,10720
무안군,합계,남자,,4470,4855,4871,4870,5221
무안군,합계,여자,,5146,5336,5387,5297,5499
무안군,20세 미만,1인가구,,152,193,184,179,258
무안군,20세 미만,남자,,93,117,102,114,169
무안군,20세 미만,여자,,59,76,82,65,89
무안군,20~24,1인가구,,895,1124,994,910,1194
무안군,20~24,남자,,551,694,599,569,782
무안군,20~24,여자,,344,430,395,341,412
무안군,25~29,1인가구,,643,706,700,760,924
무안군,25~29,남자,,431,460,459,462,541
무안군,25~29,여자,,212,246,241,298,383
무안군,30~34,1인가구,,680,736,713,641,714
무안군,30~34,남자,,446,490,454,426,453
무안군,30~34,여자,,234,246,259,215,261
무안군,35~39,1인가구,,548,597,657,627,627
무안군,35~39,남자,,376,392,444,419,417
무안군,35~39,여자,,172,205,213,208,210
무안군,40~44,1인가구,,604,555,530,516,493
무안군,40~44,남자,,399,371,337,330,316
무안군,40~44,여자,,205,184,193,186,177
무안군,45~49,1인가구,,623,626,651,644,613
무안군,45~49,남자,,394,379,399,403,367
무안군,45~49,여자,,229,247,252,241,246
무안군,50~54,1인가구,,621,658,698,688,652
무안군,50~54,남자,,366,409,428,427,401
무안군,50~54,여자,,255,249,270,261,251
무안군,55~59,1인가구,,640,730,761,738,760
무안군,55~59,남자,,355,415,434,425,451
무안군,55~59,여자,,285,315,327,313,309
무안군,60~64,1인가구,,610,639,652,743,740
무안군,60~64,남자,,281,307,337,383,394
무안군,60~64,여자,,329,332,315,360,346
무안군,65~69,1인가구,,674,702,722,716,696
무안군,65~69,남자,,246,254,273,284,272
무안군,65~69,여자,,428,448,449,432,424
무안군,70~74,1인가구,,840,813,768,748,771
무안군,70~74,남자,,195,208,194,219,234
무안군,70~74,여자,,645,605,574,529,537
무안군,75~79,1인가구,,943,957,1016,994,946
무안군,75~79,남자,,177,191,217,202,193
무안군,75~79,여자,,766,766,799,792,753
무안군,80~84,1인가구,,686,689,720,741,794
무안군,80~84,남자,,93,104,118,130,144
무안군,80~84,여자,,593,585,602,611,650
무안군,85세 이상,1인가구,,457,466,492,522,538
무안군,85세 이상,남자,,67,64,76,77,87
무안군,85세 이상,여자,,390,402,416,445,451
함평군,합계,1인가구,,4782,4867,5025,4948,4999
함평군,합계,남자,,1790,1900,2010,1990,2072
함평군,합계,여자,,2992,2967,3015,2958,2927
함평군,20세 미만,1인가구,,14,15,13,10,10
함평군,20세 미만,남자,,13,7,7,X,5
함평군,20세 미만,여자,,X,8,6,6,5
함평군,20~24,1인가구,,45,37,41,44,49
함평군,20~24,남자,,23,24,28,26,26
함평군,20~24,여자,,22,13,13,18,23
함평군,25~29,1인가구,,93,101,122,110,128
함평군,25~29,남자,,51,59,72,64,70
함평군,25~29,여자,,42,42,50,46,58
함평군,30~34,1인가구,,97,101,103,107,105
함평군,30~34,남자,,61,78,75,69,71
함평군,30~34,여자,,36,23,28,38,34
함평군,35~39,1인가구,,97,100,120,111,103
함평군,35~39,남자,,71,71,91,86,81
함평군,35~39,여자,,26,29,29,25,22
함평군,40~44,1인가구,,163,156,153,146,131
함평군,40~44,남자,,130,117,112,112,101
함평군,40~44,여자,,33,39,41,34,30
함평군,45~49,1인가구,,273,247,236,222,218
함평군,45~49,남자,,207,179,169,157,150
함평군,45~49,여자,,66,68,67,65,68
함평군,50~54,1인가구,,332,339,344,334,348
함평군,50~54,남자,,224,231,246,236,241
함평군,50~54,여자,,108,108,98,98,107
함평군,55~59,1인가구,,384,455,476,435,444
함평군,55~59,남자,,230,292,309,295,297
함평군,55~59,여자,,154,163,167,140,147
함평군,60~64,1인가구,,379,429,461,478,521
함평군,60~64,남자,,167,209,251,272,308
함평군,60~64,여자,,212,220,210,206,213
함평군,65~69,1인가구,,461,463,487,477,462
함평군,65~69,남자,,187,193,191,200,197
함평군,65~69,여자,,274,270,296,277,265
함평군,70~74,1인가구,,640,600,529,539,561
함평군,70~74,남자,,137,150,139,157,191
함평군,70~74,여자,,503,450,390,382,370
함평군,75~79,1인가구,,817,822,880,803,758
함평군,75~79,남자,,144,143,144,139,138
함평군,75~79,여자,,673,679,736,664,620
함평군,80~84,1인가구,,611,613,639,693,691
함평군,80~84,남자,,92,91,109,102,122
함평군,80~84,여자,,519,522,530,591,569
함평군,85세 이상,1인가구,,376,389,421,439,470
함평군,85세 이상,남자,,53,56,67,71,74
함평군,85세 이상,여자,,323,333,354,368,396
영광군,합계,1인가구,,7092,7065,7159,7216,7261
영광군,합계,남자,,2896,2990,3006,3036,3115
영광군,합계,여자,,4196,4075,4153,4180,4146
영광군,20세 미만,1인가구,,24,26,23,30,15
영광군,20세 미만,남자,,14,12,13,16,8
영광군,20세 미만,여자,,10,14,10,14,7
영광군,20~24,1인가구,,136,110,125,118,129
영광군,20~24,남자,,68,73,76,77,85
영광군,20~24,여자,,68,37,49,41,44
영광군,25~29,1인가구,,278,318,272,293,292
영광군,25~29,남자,,168,206,180,187,184
영광군,25~29,여자,,110,112,92,106,108
영광군,30~34,1인가구,,267,244,253,256,284
영광군,30~34,남자,,180,166,178,177,185
영광군,30~34,여자,,87,78,75,79,99
영광군,35~39,1인가구,,254,247,235,222,247
영광군,35~39,남자,,184,179,174,161,184
영광군,35~39,여자,,70,68,61,61,63
영광군,40~44,1인가구,,351,317,320,269,273
영광군,40~44,남자,,241,228,226,187,201
영광군,40~44,여자,,110,89,94,82,72
영광군,45~49,1인가구,,463,444,445,426,443
영광군,45~49,남자,,283,295,302,283,307
영광군,45~49,여자,,180,149,143,143,136
영광군,50~54,1인가구,,538,531,530,568,536
영광군,50~54,남자,,340,332,331,360,339
영광군,50~54,여자,,198,199,199,208,197
영광군,55~59,1인가구,,636,653,644,652,675
영광군,55~59,남자,,365,386,376,376,397
영광군,55~59,여자,,271,267,268,276,278
영광군,60~64,1인가구,,574,615,622,684,679
영광군,60~64,남자,,272,307,316,351,345
영광군,60~64,여자,,302,308,306,333,334
영광군,65~69,1인가구,,649,669,675,670,673
영광군,65~69,남자,,232,241,266,265,273
영광군,65~69,여자,,417,428,409,405,400
영광군,70~74,1인가구,,925,860,799,789,759
영광군,70~74,남자,,230,225,217,223,229
영광군,70~74,여자,,695,635,582,566,530
영광군,75~79,1인가구,,942,962,1023,1003,963
영광군,75~79,남자,,163,176,190,188,176
영광군,75~79,여자,,779,786,833,815,787
영광군,80~84,1인가구,,658,693,763,815,821
영광군,80~84,남자,,95,109,108,130,129
영광군,80~84,여자,,563,584,655,685,692
영광군,85세 이상,1인가구,,397,376,430,421,472
영광군,85세 이상,남자,,61,55,53,55,73
영광군,85세 이상,여자,,336,321,377,366,399
장성군,합계,1인가구,,4947,4970,5054,4981,5145
장성군,합계,남자,,1914,2006,2062,2043,2115
장성군,합계,여자,,3033,2964,2992,2938,3030
장성군,20세 미만,1인가구,,13,29,14,18,14
장성군,20세 미만,남자,,9,18,9,11,6
장성군,20세 미만,여자,,X,11,5,7,8
장성군,20~24,1인가구,,88,91,93,85,86
장성군,20~24,남자,,48,50,42,31,40
장성군,20~24,여자,,40,41,51,54,46
장성군,25~29,1인가구,,165,193,199,174,233
장성군,25~29,남자,,111,140,136,113,152
장성군,25~29,여자,,54,53,63,61,81
장성군,30~34,1인가구,,164,152,161,148,181
장성군,30~34,남자,,106,106,118,111,121
장성군,30~34,여자,,58,46,43,37,60
장성군,35~39,1인가구,,166,159,169,161,169
장성군,35~39,남자,,122,129,140,141,136
장성군,35~39,여자,,44,30,29,20,33
장성군,40~44,1인가구,,215,175,174,163,177
장성군,40~44,남자,,160,136,131,126,133
장성군,40~44,여자,,55,39,43,37,44
장성군,45~49,1인가구,,294,268,260,253,257
장성군,45~49,남자,,217,205,191,181,181
장성군,45~49,여자,,77,63,69,72,76
장성군,50~54,1인가구,,308,314,334,300,317
장성군,50~54,남자,,203,208,214,209,219
장성군,50~54,여자,,105,106,120,91,98
장성군,55~59,1인가구,,365,408,421,419,397
장성군,55~59,남자,,212,234,263,251,236
장성군,55~59,여자,,153,174,158,168,161
장성군,60~64,1인가구,,362,376,398,435,469
장성군,60~64,남자,,163,188,203,228,251
장성군,60~64,여자,,199,188,195,207,218
장성군,65~69,1인가구,,433,435,442,439,428
장성군,65~69,남자,,130,135,147,170,175
장성군,65~69,여자,,303,300,295,269,253
장성군,70~74,1인가구,,636,610,532,503,509
장성군,70~74,남자,,138,145,137,128,144
장성군,70~74,여자,,498,465,395,375,365
장성군,75~79,1인가구,,750,769,784,774,737
장성군,75~79,남자,,137,149,137,140,130
장성군,75~79,여자,,613,620,647,634,607
장성군,80~84,1인가구,,572,610,665,680,680
장성군,80~84,남자,,88,103,130,128,111
장성군,80~84,여자,,484,507,535,552,569
장성군,85세 이상,1인가구,,416,381,408,429,491
장성군,85세 이상,남자,,70,60,64,75,80
장성군,85세 이상,여자,,346,321,344,354,411
완도군,합계,1인가구,,6846,7033,7036,7104,7049
완도군,합계,남자,,2846,2949,2973,3066,3051
완도군,합계,여자,,4000,4084,4063,4038,3998
완도군,20세 미만,1인가구,,17,19,21,12,6
완도군,20세 미만,남자,,10,12,12,8,5
완도군,20세 미만,여자,,7,7,9,X,X
완도군,20~24,1인가구,,94,75,62,68,75
완도군,20~24,남자,,42,30,28,31,37
완도군,20~24,여자,,52,45,34,37,38
완도군,25~29,1인가구,,228,221,181,202,213
완도군,25~29,남자,,128,108,91,113,124
완도군,25~29,여자,,100,113,90,89,89
완도군,30~34,1인가구,,255,258,217,207,211
완도군,30~34,남자,,175,172,147,145,142
완도군,30~34,여자,,80,86,70,62,69
완도군,35~39,1인가구,,255,221,245,248,229
완도군,35~39,남자,,180,157,169,180,170
완도군,35~39,여자,,75,64,76,68,59
완도군,40~44,1인가구,,314,336,306,281,275
완도군,40~44,남자,,215,242,219,204,194
완도군,40~44,여자,,99,94,87,77,81
완도군,45~49,1인가구,,432,476,467,430,450
완도군,45~49,남자,,309,338,330,292,294
완도군,45~49,여자,,123,138,137,138,156
완도군,50~54,1인가구,,509,540,506,573,547
완도군,50~54,남자,,325,376,348,400,378
완도군,50~54,여자,,184,164,158,173,169
완도군,55~59,1인가구,,612,649,697,688,675
완도군,55~59,남자,,351,370,422,420,410
완도군,55~59,여자,,261,279,275,268,265
완도군,60~64,1인가구,,540,585,619,647,668
완도군,60~64,남자,,263,290,300,333,362
완도군,60~64,여자,,277,295,319,314,306
완도군,65~69,1인가구,,606,641,611,615,595
완도군,65~69,남자,,229,249,260,275,261
완도군,65~69,여자,,377,392,351,340,334
완도군,70~74,1인가구,,906,833,765,729,733
완도군,70~74,남자,,236,210,207,212,235
완도군,70~74,여자,,670,623,558,517,498
완도군,75~79,1인가구,,976,988,1011,1009,962
완도군,75~79,남자,,210,206,218,220,201
완도군,75~79,여자,,766,782,793,789,761
완도군,80~84,1인가구,,680,727,775,812,787
완도군,80~84,남자,,108,131,135,145,140
완도군,80~84,여자,,572,596,640,667,647
완도군,85세 이상,1인가구,,422,464,553,583,623
완도군,85세 이상,남자,,65,58,87,88,98
완도군,85세 이상,여자,,357,406,466,495,525
진도군,합계,1인가구,,4849,4941,4981,4954,4893
진도군,합계,남자,,1819,1867,1968,1994,1996
진도군,합계,여자,,3030,3074,3013,2960,2897
진도군,20세 미만,1인가구,,10,8,9,5,X
진도군,20세 미만,남자,,5,X,7,X,X
진도군,20세 미만,여자,,5,5,X,X,X
진도군,20~24,1인가구,,60,49,50,54,62
진도군,20~24,남자,,26,20,31,26,28
진도군,20~24,여자,,34,29,19,28,34
진도군,25~29,1인가구,,142,141,161,143,143
진도군,25~29,남자,,94,92,110,93,82
진도군,25~29,여자,,48,49,51,50,61
진도군,30~34,1인가구,,125,130,109,123,109
진도군,30~34,남자,,88,82,71,77,81
진도군,30~34,여자,,37,48,38,46,28
진도군,35~39,1인가구,,144,142,122,117,131
진도군,35~39,남자,,103,113,91,91,98
진도군,35~39,여자,,41,29,31,26,33
진도군,40~44,1인가구,,194,180,182,160,159
진도군,40~44,남자,,150,141,144,131,122
진도군,40~44,여자,,44,39,38,29,37
진도군,45~49,1인가구,,244,244,258,255,223
진도군,45~49,남자,,172,169,188,188,170
진도군,45~49,여자,,72,75,70,67,53
진도군,50~54,1인가구,,327,341,343,332,305
진도군,50~54,남자,,193,212,219,217,192
진도군,50~54,여자,,134,129,124,115,113
진도군,55~59,1인가구,,367,383,424,445,439
진도군,55~59,남자,,202,210,236,252,272
진도군,55~59,여자,,165,173,188,193,167
진도군,60~64,1인가구,,355,366,389,421,462
진도군,60~64,남자,,178,189,214,237,255
진도군,60~64,여자,,177,177,175,184,207
진도군,65~69,1인가구,,472,475,461,445,407
진도군,65~69,남자,,181,199,196,204,193
진도군,65~69,여자,,291,276,265,241,214
진도군,70~74,1인가구,,684,668,570,565,549
진도군,70~74,남자,,150,151,159,168,181
진도군,70~74,여자,,534,517,411,397,368
진도군,75~79,1인가구,,764,794,859,798,767
진도군,75~79,남자,,146,150,146,143,143
진도군,75~79,여자,,618,644,713,655,624
진도군,80~84,1인가구,,593,623,630,647,667
진도군,80~84,남자,,90,88,99,103,118
진도군,80~84,여자,,503,535,531,544,549
진도군,85세 이상,1인가구,,368,397,414,444,466
진도군,85세 이상,남자,,41,48,57,62,59
진도군,85세 이상,여자,,327,349,357,382,407
신안군,합계,1인가구,,6163,6284,6304,6350,6351
신안군,합계,남자,,2758,2822,2869,2951,3000
신안군,합계,여자,,3405,3462,3435,3399,3351
신안군,20세 미만,1인가구,,19,29,9,X,X
신안군,20세 미만,남자,,16,13,5,X,X
신안군,20세 미만,여자,,X,16,X,X,X
신안군,20~24,1인가구,,71,58,49,50,55
신안군,20~24,남자,,39,39,29,29,29
신안군,20~24,여자,,32,19,20,21,26
신안군,25~29,1인가구,,185,206,198,199,176
신안군,25~29,남자,,125,121,118,123,119
신안군,25~29,여자,,60,85,80,76,57
신안군,30~34,1인가구,,205,188,164,151,154
신안군,30~34,남자,,148,136,110,113,117
신안군,30~34,여자,,57,52,54,38,37
신안군,35~39,1인가구,,190,184,199,209,204
신안군,35~39,남자,,157,148,156,159,151
신안군,35~39,여자,,33,36,43,50,53
신안군,40~44,1인가구,,279,263,255,251,241
신안군,40~44,남자,,234,233,210,210,200
신안군,40~44,여자,,45,30,45,41,41
신안군,45~49,1인가구,,374,397,427,406,348
신안군,45~49,남자,,300,296,325,338,283
신안군,45~49,여자,,74,101,102,68,65
신안군,50~54,1인가구,,442,475,444,463,506
신안군,50~54,남자,,320,348,339,347,389
신안군,50~54,여자,,122,127,105,116,117
신안군,55~59,1인가구,,483,537,570,581,617
신안군,55~59,남자,,341,380,401,408,420
신안군,55~59,여자,,142,157,169,173,197
신안군,60~64,1인가구,,480,519,508,556,588
신안군,60~64,남자,,280,301,312,346,376
신안군,60~64,여자,,200,218,196,210,212
신안군,65~69,1인가구,,561,546,556,544,562
신안군,65~69,남자,,258,268,272,257,270
신안군,65~69,여자,,303,278,284,287,292
신안군,70~74,1인가구,,812,777,698,644,636
신안군,70~74,남자,,216,207,218,219,234
신안군,70~74,여자,,596,570,480,425,402
신안군,75~79,1인가구,,974,962,1013,992,896
신안군,75~79,남자,,172,170,198,204,199
신안군,75~79,여자,,802,792,815,788,697
신안군,80~84,1인가구,,684,721,757,808,825
신안군,80~84,남자,,96,103,108,138,135
신안군,80~84,여자,,588,618,649,670,690
신안군,85세 이상,1인가구,,404,422,457,492,539
신안군,85세 이상,남자,,56,59,68,59,78
신안군,85세 이상,여자,,348,363,389,433,461
경상북도,합계,1인가구,,322569,336547,346998,353702,360213
경상북도,합계,남자,,149660,158385,164591,168782,173198
경상북도,합계,여자,,172909,178162,182407,184920,187015
경상북도,20세 미만,1인가구,,3154,3668,4739,3688,3771
경상북도,20세 미만,남자,,1717,1944,2570,2038,2084
경상북도,20세 미만,여자,,1437,1724,2169,1650,1687
경상북도,20~24,1인가구,,21838,24496,24389,23822,24319
경상북도,20~24,남자,,11433,13187,13326,12918,13410
경상북도,20~24,여자,,10405,11309,11063,10904,10909
경상북도,25~29,1인가구,,24610,25113,24998,25817,26897
경상북도,25~29,남자,,15768,16364,16464,17063,17508
경상북도,25~29,여자,,8842,8749,8534,8754,9389
경상북도,30~34,1인가구,,24630,23695,23017,22483,22628
경상북도,30~34,남자,,16587,16224,15874,15565,15816
경상북도,30~34,여자,,8043,7471,7143,6918,6812
경상북도,35~39,1인가구,,19478,20059,20841,21076,20881
경상북도,35~39,남자,,13279,13770,14402,14673,14608
경상북도,35~39,여자,,6199,6289,6439,6403,6273
경상북도,40~44,1인가구,,21023,20143,19922,19505,19082
경상북도,40~44,남자,,13925,13349,13193,13053,12864
경상북도,40~44,여자,,7098,6794,6729,6452,6218
경상북도,45~49,1인가구,,22592,23192,23913,23850,23674
경상북도,45~49,남자,,14336,14725,15209,15325,15186
경상북도,45~49,여자,,8256,8467,8704,8525,8488
경상북도,50~54,1인가구,,25696,26112,26011,26600,27477
경상북도,50~54,남자,,14678,15158,15172,15693,16347
경상북도,50~54,여자,,11018,10954,10839,10907,11130
경상북도,55~59,1인가구,,28218,30630,32583,33461,32941
경상북도,55~59,남자,,14053,15652,16827,17528,17712
경상북도,55~59,여자,,14165,14978,15756,15933,15229
경상북도,60~64,1인가구,,24153,27663,29617,31907,33667
경상북도,60~64,남자,,10247,12172,13585,15010,15966
경상북도,60~64,여자,,13906,15491,16032,16897,17701
경상북도,65~69,1인가구,,22026,24568,26431,27637,28502
경상북도,65~69,남자,,7547,8698,9677,10389,11103
경상북도,65~69,여자,,14479,15870,16754,17248,17399
경상북도,70~74,1인가구,,25070,23873,23309,23687,24512
경상북도,70~74,남자,,5907,6043,6292,6773,7419
경상북도,70~74,여자,,19163,17830,17017,16914,17093
경상북도,75~79,1인가구,,27513,28086,29856,30155,29105
경상북도,75~79,남자,,5074,5402,5864,6069,5953
경상북도,75~79,여자,,22439,22684,23992,24086,23152
경상북도,80~84,1인가구,,20351,22068,23074,24380,25594
경상북도,80~84,남자,,3195,3705,3905,4205,4450
경상북도,80~84,여자,,17156,18363,19169,20175,21144
경상북도,85세 이상,1인가구,,12217,13181,14298,15634,17163
경상북도,85세 이상,남자,,1914,1992,2231,2480,2772
경상북도,85세 이상,여자,,10303,11189,12067,13154,14391
읍부,합계,1인가구,,69081,71782,74520,76271,77174
읍부,합계,남자,,33703,35330,37047,38136,38631
읍부,합계,여자,,35378,36452,37473,38135,38543
읍부,20세 미만,1인가구,,742,828,1429,1067,918
읍부,20세 미만,남자,,427,445,791,657,514
읍부,20세 미만,여자,,315,383,638,410,404
읍부,20~24,1인가구,,5168,5342,5740,5923,5674
읍부,20~24,남자,,2879,2880,3246,3332,3085
읍부,20~24,여자,,2289,2462,2494,2591,2589
읍부,25~29,1인가구,,5119,5152,4975,5083,5200
읍부,25~29,남자,,3422,3473,3384,3495,3511
읍부,25~29,여자,,1697,1679,1591,1588,1689
읍부,30~34,1인가구,,5193,5122,4881,4722,4745
읍부,30~34,남자,,3700,3674,3510,3413,3461
읍부,30~34,여자,,1493,1448,1371,1309,1284
읍부,35~39,1인가구,,4333,4575,4648,4594,4645
읍부,35~39,남자,,3185,3365,3448,3392,3404
읍부,35~39,여자,,1148,1210,1200,1202,1241
읍부,40~44,1인가구,,4871,4686,4581,4597,4486
읍부,40~44,남자,,3344,3290,3236,3256,3245
읍부,40~44,여자,,1527,1396,1345,1341,1241
읍부,45~49,1인가구,,5128,5264,5462,5634,5689
읍부,45~49,남자,,3333,3509,3653,3823,3872
읍부,45~49,여자,,1795,1755,1809,1811,1817
읍부,50~54,1인가구,,5706,5841,5850,6101,6231
읍부,50~54,남자,,3412,3492,3516,3689,3833
